shank,sua,cell,odor_count,spike_snr,isolation_distance,l_ratio,good
7,1,5,10,"[0.26106507 0.43981587 0.80529581 2.97549406 2.47702247 0.66655795
 0.53503668 0.30547889]",33.187808990478516,0.4265455901622772,1
7,2,0,10,"[0.42731959 0.55788992 1.20928465 2.50719397 3.96499026 1.04698804
 0.78006549 0.560267  ]",45.960853576660156,0.11164085566997528,1
7,2,1,10,"[0.40425879 0.81961094 1.59540535 6.92273502 5.08481336 2.0878208
 1.21102277 0.54111572]",83.96519470214844,0.000542190158739686,1
7,3,0,10,"[0.41696227 0.97639056 1.78490967 6.46464117 4.11617752 1.99474889
 1.11237876 0.90380089]",74.96782684326172,0.22072818875312805,1
7,3,1,10,"[0.47597567 0.79329711 1.64539985 4.20831848 3.42712907 1.60839602
 1.04904124 0.73270477]",47.28400802612305,0.07422497123479843,1
8,0,0,10,"[0.27020135 0.50286076 1.0716372  3.91082739 2.74985953 1.1591889
 0.70410328 0.42886035]",35.68132019042969,0.2503647804260254,1
8,0,1,10,"[0.27844517 0.42986458 1.01509646 4.64100736 4.56624401 1.40784631
 0.95257278 0.57317099]",36.693294525146484,0.22928768396377563,1
8,0,2,10,"[0.27877124 0.46048807 0.95640364 4.27851176 3.46486205 1.31772897
 0.92464721 0.51152007]",39.16551208496094,0.16685715317726135,1
8,1,0,10,"[0.433825   0.65418951 2.21874684 6.95009177 3.59261583 1.27483486
 0.75583774 0.46949327]",51.22285079956055,0.07174292951822281,1
8,1,1,10,"[0.24796813 0.25840781 1.0372294  3.86349192 1.69575794 0.91294406
 0.39939951 0.25190916]",31.94750213623047,0.5190897583961487,1
8,1,2,10,"[0.35270025 0.71718679 1.59423755 5.83966174 3.8151195  1.58816223
 1.16823902 0.571391  ]",40.18804168701172,0.10613154619932175,1
8,1,3,10,"[0.42782668 0.84191866 1.67904902 3.79951521 4.39120184 1.41908565
 1.00631751 0.54559872]",38.86719512939453,0.17721301317214966,1
8,1,4,10,"[0.34125456 0.80280289 1.5731406  4.00674764 2.96749328 1.06508556
 0.77940961 0.48760309]",39.4487419128418,0.1852029412984848,1
8,1,5,10,"[0.23296936 0.45979364 0.91517976 1.38960217 8.01384704 2.67545985
 0.87211248 0.43637574]",152.61196899414062,0.00011199011350981891,1
8,2,0,10,"[0.48202777 1.06456635 2.39844549 7.14239382 4.00106065 1.51158469
 1.14084436 0.82322896]",73.07454681396484,0.008505571633577347,1
8,2,1,10,"[0.50106237 1.01722092 2.02978515 7.43822203 4.67076879 1.77409294
 1.05732823 0.5660105 ]",21.40223503112793,6.410295009613037,1
8,2,2,10,"[0.24224076 0.51278456 0.93087306 3.77879733 2.94983079 1.07904977
 0.90519846 0.54286693]",50.72303009033203,0.044864922761917114,1
8,3,0,10,"[0.32074795 0.74397018 1.42300999 4.09788428 2.59318268 1.44521638
 0.95290441 0.71386691]",21.90988540649414,3.143219232559204,1
8,3,1,10,"[0.4577394  0.60189369 1.55948845 4.84301508 3.59509419 0.89251646
 0.91310303 0.74016318]",28.169113159179688,0.7981317639350891,1
8,3,2,10,"[0.11759831 0.24186244 0.30988549 2.59250189 3.38503828 0.95523878
 0.49890926 0.2357411 ]",23.21674156188965,1.6084656715393066,1
8,3,3,10,"[0.51801689 0.77174315 1.83807835 6.15660061 5.01132428 2.10243897
 1.2394737  0.73168104]",46.21036148071289,0.05179208889603615,1
8,3,4,10,"[0.22672174 0.35892869 0.92210247 3.24472412 5.37071712 1.58093795
 0.61374512 0.36714383]",115.78340911865234,0.0014183578314259648,1
9,0,0,10,"[0.42879207 0.51881859 1.10716821 5.43752907 4.5042478  0.9510344
 0.86751474 0.87817345]",38.370941162109375,0.14074045419692993,1
9,0,1,10,"[0.41062121 0.94214607 1.6559434  4.24722719 4.04981857 1.82693192
 1.37738637 0.63604953]",45.83993911743164,0.19017072021961212,1
9,1,0,10,"[0.36430354 0.50632771 1.02861012 7.01596099 3.19348416 0.65486758
 0.81355983 0.76127693]",29.715150833129883,0.5629094243049622,1
9,1,1,10,"[0.1412512  0.29573234 0.42177765 3.49759841 5.22642882 1.6455269
 0.56330394 0.39858213]",115.10894012451172,0.011052088811993599,1
9,1,2,10,"[0.36331803 0.82615013 1.5319072  9.77670603 8.76020629 2.81407335
 1.23034896 0.76551654]",148.3002471923828,0.0010428293608129025,1
9,1,3,10,"[0.25381612 0.43698506 0.96779749 3.47969058 3.18893057 1.44183431
 0.88136358 0.43267236]",74.84302520751953,0.01525199692696333,1
9,1,4,10,"[0.4591031  0.50664743 1.4537731  4.98613145 2.14306969 0.96613091
 0.65586751 0.45658192]",23.236509323120117,1.5921798944473267,1
9,1,5,10,"[0.46711302 0.69259934 1.62591787 4.53673672 4.08667256 0.9597543
 0.75217371 0.65649238]",49.87323760986328,0.021859686821699142,1
9,1,6,10,"[0.35730915 1.04329994 1.02664763 4.7853706  3.09094699 1.80147721
 1.11815961 0.77061504]",85.0743179321289,0.0018995832651853561,1
9,1,7,10,"[0.50591209 0.65480281 1.30669828 2.80539348 2.91811408 1.24500693
 0.71928275 0.59955516]",37.24821090698242,0.25500917434692383,1
9,2,0,10,"[0.3078129  0.5464256  0.99160022 6.32222452 6.90990862 1.97066714
 1.31838402 0.6168706 ]",114.80377960205078,6.622132787015289e-05,1
9,2,1,10,"[0.47737133 0.81366127 1.58781618 5.33973335 5.19818229 1.83774547
 1.12115231 0.75153801]",39.52927780151367,0.13001999258995056,1
9,2,2,10,"[0.56411209 0.98630656 2.18799436 7.47421231 5.26440457 1.55918489
 1.08379716 0.90931745]",50.7912712097168,0.04234964773058891,1
9,2,3,10,"[0.51372229 1.04739964 2.56335791 7.10254269 4.46197993 2.31864321
 1.24664576 0.57995013]",39.96554946899414,0.11091049760580063,1
9,2,4,10,"[0.39524297 0.58704867 1.36948575 3.6771566  4.53192171 1.34115924
 0.8962006  0.56196806]",37.56409454345703,0.21569983661174774,1
9,2,5,10,"[0.30844043 0.44401377 0.977136   3.81119846 2.65148865 0.87270505
 0.63279346 0.42217281]",20.44061279296875,4.193323612213135,1
9,2,6,10,"[0.35902276 0.65302527 1.75991479 4.72752823 3.26993648 1.48158242
 0.8232495  0.52178826]",27.00968360900879,1.4234600067138672,1
9,2,7,10,"[0.33843701 0.45506578 0.9648018  6.86252235 4.14702697 1.01081922
 0.71924237 0.68424613]",58.29189682006836,0.020779220387339592,1
9,2,8,10,"[ 0.6436348   1.18172875  2.59730027 10.18480857  9.1517314   2.40789403
  1.41395595  0.83038131]",78.00498962402344,0.0002513790095690638,1
9,2,9,10,"[0.54862362 0.69796279 1.82219978 3.45150082 5.92837239 1.36035692
 0.9751996  0.79930917]",31.863061904907227,0.4434020221233368,1
9,2,10,10,"[0.54052841 1.13113061 1.82876005 6.39259899 5.36992026 1.86764679
 1.09132271 0.84139371]",59.909339904785156,0.004891698248684406,1
9,2,11,10,"[0.41596203 0.55662714 1.45853227 4.11204651 4.41345471 1.10207527
 0.56630043 0.58759868]",44.88283920288086,0.08617740869522095,1
9,2,12,10,"[0.33132874 0.62816956 1.31289715 3.98145495 3.44159962 1.77926325
 1.23011948 0.54208703]",22.09465789794922,1.85099458694458,1
9,2,13,10,"[0.41947495 0.71627869 1.31655691 4.76057556 3.79416727 1.64455516
 0.82028377 0.80282794]",40.38199234008789,0.1019364595413208,1
9,2,14,10,"[0.44591831 0.66518809 1.45642129 4.48367711 4.23566834 1.50760505
 0.9536668  0.57640179]",38.60511016845703,0.1563514769077301,1
9,2,15,10,"[0.54598519 1.1206784  2.21775516 6.28048873 4.09475322 1.43094698
 0.98169224 0.63035362]",39.75545120239258,0.16637876629829407,1
9,2,16,10,"[0.49835134 1.05813458 2.0219956  7.28220107 5.07706748 2.0077257
 1.15255645 0.81188008]",60.223114013671875,0.005067914724349976,1
9,2,17,10,"[0.22664422 0.28785961 0.58907514 6.38038134 2.96438259 0.49239831
 0.2620304  0.25950103]",48.20812225341797,0.05290192365646362,1
9,2,18,10,"[ 0.63157539  0.96712459  2.7158689   9.7292669  10.48843849  2.3814078
  1.48256802  0.33291029]",67.07891845703125,0.006206226069480181,1
9,2,19,10,"[0.58538402 0.79818136 1.94880623 5.56987373 5.15066688 1.65979046
 1.11568924 0.58251078]",37.90581130981445,0.21730467677116394,1
9,2,20,10,"[0.69445669 0.98073534 2.54753858 7.65270387 8.29622566 1.74347585
 1.3844611  0.87183422]",75.04060363769531,0.003721555694937706,1
9,2,21,10,"[0.5075871  0.91912217 1.51255457 6.0231321  5.83895165 1.41095884
 1.12077905 0.52536076]",25.75257682800293,2.9704973697662354,1
9,2,22,10,"[0.43489256 0.81139132 1.50925607 5.20511654 4.76915939 1.15829887
 0.87907757 0.40602542]",29.222383499145508,1.2548575401306152,1
9,2,23,10,"[0.45611429 0.70110064 1.83994186 6.13260612 3.89632744 1.13246323
 0.78348431 0.65039193]",36.216827392578125,0.24882036447525024,1
9,3,0,10,"[0.33978511 0.5647104  1.70557248 5.98746243 3.21715207 1.29954106
 0.73123125 0.55179667]",30.87478256225586,0.5775393843650818,1
9,3,1,10,"[0.41943249 0.75772894 1.79822576 8.65348399 4.81514284 1.30822996
 1.01307463 0.49781392]",44.60963439941406,0.05505445972084999,1
9,3,2,10,"[0.53606763 0.81269061 2.22178006 8.54262736 4.68791962 1.24583231
 1.08565551 0.79199346]",25.614900588989258,1.1626991033554077,1
